Datetime,Open,Close,High,Low,Volume,Gain%
2002-06-30 22:00:00,1.0,0.9535714,1.2992857,0.85,73610600,-4.642860000000004
2002-07-31 22:00:00,0.95,0.9364286,0.9992857,0.7064286,64883000,-1.428568421052621
2002-08-31 22:00:00,0.9364286,0.6928571,0.9764286,0.6892857,55749400,-26.010685705242242
2002-09-30 22:00:00,0.7092857,0.6407143,0.7357143,0.3464286,169148000,-9.667669882531124
2002-10-31 22:00:00,0.6285714,0.775,0.8,0.5535714,101967600,23.295460149793644
2002-11-30 22:00:00,0.7428571,0.7864286,0.9285714,0.6842857,95100600,5.865394569157377
2002-12-31 22:00:00,0.8464286,0.9428571,0.9564286,0.7621429,115997000,11.392396239919119
2003-01-31 22:00:00,0.9385714,1.2221429,1.2285714,0.8242857,129178000,30.21309833220999
2003-02-28 22:00:00,1.2078571,1.4535714,1.595,1.0642857,243329800,20.34299421678276
2003-03-31 22:00:00,1.4642857,1.6285714,1.763571,1.3257143,336562800,11.21951132897084
2003-04-30 22:00:00,1.6192857,1.6071429,1.852143,1.4664286,283290000,-0.7498861998225588
2003-05-31 22:00:00,1.6078571,1.825,1.882143,1.2892857,475367200,13.505111865973662
2003-06-30 22:00:00,1.828571,1.871429,2.042857,1.6107143,299930400,2.3437974243275246
2003-07-31 22:00:00,1.851429,2.380714,2.412857,1.6142857,213253600,28.587917765142507
2003-08-31 22:00:00,2.373571,2.397143,2.874286,2.172857,359199400,0.9931027974305257
2003-09-30 22:00:00,2.385714,4.092857,4.357143,2.385714,711555600,71.5569007852576
2003-10-31 22:00:00,4.099286,3.5,4.325,3.155714,607833800,-14.619277601026134
2003-11-30 22:00:00,3.53,3.906429,4.230714,3.075,480523400,10.66371104815865
2003-12-31 22:00:00,4.107143,5.243571,5.681429,3.842143,932327200,27.669550341928694
2004-01-31 22:00:00,5.3,4.914286,5.639286,4.322857,727418300,-7.277622641509436
2004-02-29 22:00:00,4.907143,4.874286,5.065714,3.952857,417452700,-0.6695749441171761
2004-03-31 22:00:00,5.155714,3.622857,5.517143,3.595714,482976900,-29.731226363603557
2004-04-30 22:00:00,3.614286,4.702857,4.752857,3.612857,285411700,30.118562836477246
2004-05-31 22:00:00,4.627143,5.142857,5.224286,4.05,258797700,11.145408732775278
2004-06-30 22:00:00,5.1,2.928571,5.152857,2.642857,578550700,-42.57703921568628
2004-07-31 22:00:00,2.834286,1.992857,2.914286,1.978571,290639300,-29.687512128274985
2004-08-31 22:00:00,2.001429,2.202857,2.585714,1.982857,341873000,10.064209122581913
2004-09-30 22:00:00,2.492857,1.3528571,2.8,1.3214286,959910700,-45.73065763499471
2004-10-31 22:00:00,1.3542857,1.6257143,1.754286,1.3357143,404514600,20.04219641394723
2004-11-30 22:00:00,1.6314286,1.761429,1.974286,1.5785714,372483300,7.968500736103308
2004-12-31 22:00:00,1.8,1.6428571,1.874286,1.5042857,275782500,-8.730161111111109
2005-01-31 22:00:00,1.6314286,1.5285714,1.742857,1.43,158105500,-6.304731938621162
2005-02-28 22:00:00,1.5285714,1.55,1.5785714,1.2728571,168671300,1.4018710542405892
2005-03-31 22:00:00,1.5571429,1.65,1.857143,1.5014286,179357500,5.963299835872469
2005-04-30 22:00:00,1.6471429,2.041429,2.752857,1.6171429,409696700,23.937577000756885
2005-05-31 22:00:00,2.028571,2.344286,2.548571,2.028571,176552600,15.563418781003968
2005-06-30 22:00:00,2.342857,2.651429,2.971429,2.285714,220176600,13.170756900655903
2005-07-31 22:00:00,2.67,3.08,3.248571,2.607143,236261200,15.3558052434457
2005-08-31 22:00:00,3.08,3.712857,3.807143,3.035714,190140300,20.547305194805194
2005-09-30 22:00:00,3.711429,3.772857,4.212857,3.401429,257765200,1.6551037349764812
2005-10-31 22:00:00,3.72,3.934286,4.321429,3.632857,198991100,5.76037634408602
2005-11-30 22:00:00,3.964286,3.865714,4.01,3.22,208979400,-2.4865007216936386
2005-12-31 22:00:00,3.865714,3.935714,4.274286,3.298571,311671500,1.8107909690163275
2006-01-31 22:00:00,3.907143,3.83,3.928571,3.427143,168249200,-1.9744094342080636
2006-02-28 22:00:00,3.83,4.141429,4.2,3.521429,138239500,8.131305483028708
2006-03-31 22:00:00,4.141429,4.234286,4.731429,3.838571,217534100,2.242148784875955
2006-04-30 22:00:00,4.265714,3.955714,4.597143,3.831429,153080200,-7.267247640137151
2006-05-31 22:00:00,3.945714,3.887143,4.108571,3.685714,176180900,-1.4844208171195414
2006-06-30 22:00:00,3.908571,2.955714,3.937143,2.655714,301244489,-24.378653988887496
2006-07-31 22:00:00,2.955714,2.86,3.107143,2.588571,202585726,-3.238270008532628
2006-08-31 22:00:00,2.861429,3.254286,3.371429,2.842857,154590177,13.729398842326693
2006-09-30 22:00:00,3.271429,3.951429,4.057143,3.135714,264443165,20.786023477813522
2006-10-31 22:00:00,3.958571,4.182857,4.282857,3.742857,144438252,5.665832443071002
2006-11-30 22:00:00,4.195714,3.694286,4.285714,3.692857,113052464,-11.950957572417943
2006-12-31 22:00:00,3.714286,3.258571,3.828571,3.042854,391457174,-12.269249056211613
2007-01-31 22:00:00,3.268571,3.218571,3.411429,3.071429,266752598,-1.5297204802955255
2007-02-28 22:00:00,3.194286,3.312857,3.407143,2.9,198505398,3.711971939895182
2007-03-31 22:00:00,3.328571,3.167143,3.57,2.982857,233012430,-4.8497688647771175
2007-04-30 22:00:00,3.161429,3.128557,3.35,3.031429,162612177,-1.0397829589087793
2007-05-31 22:00:00,3.12,2.77,3.712857,2.721429,349798421,-11.217948717948719
2007-06-30 22:00:00,2.785714,2.461429,2.977143,2.231429,311897173,-11.641001193948846
2007-07-31 22:00:00,2.464286,2.502857,2.638571,2.357143,178777788,1.5651998185275628
2007-08-31 22:00:00,2.568571,2.964271,3.157143,2.438657,162759912,15.405453070987726
2007-09-30 22:00:00,2.957143,3.781429,3.8,2.941429,230973974,27.874404450511875
2007-10-31 22:00:00,3.781429,3.3,3.93,3.037143,180780481,-12.731403921639156
2007-11-30 22:00:00,3.428571,3.802857,4.162857,3.215714,171875004,10.91667636458455
2007-12-31 22:00:00,3.794286,3.592857,4.042857,2.907143,365782928,-5.308745835184803
2008-01-31 22:00:00,3.544286,4.511429,4.901429,3.51,265444102,27.28738595023087
2008-02-29 22:00:00,4.535714,4.95,5.664286,4.307143,254609313,9.13386514229073
2008-03-31 22:00:00,5.071429,4.568571,5.842857,4.207143,309655920,-9.915509021224587
2008-04-30 22:00:00,4.524286,4.337143,4.907143,4.222857,230481062,-4.13640959037514
2008-05-31 22:00:00,4.334286,3.724286,4.857143,3.72,154665364,-14.073828999747581
2008-06-30 22:00:00,3.828571,4.412857,4.481,3.77,281878142,15.261203200880946
2008-07-31 22:00:00,4.364286,4.405714,4.652857,4.12,185231291,0.9492503470212493
