Datetime,Open,Close,High,Low,Volume
2021-07-22 22:00:00,437.52,439.94,440.3,436.79,63766637
2021-07-25 22:00:00,439.31,441.02,441.03,439.26,43719187
2021-07-26 22:00:00,439.91,439.01,439.94,435.99,67397137
2021-07-27 22:00:00,439.68,438.83,440.3,437.31,52472360
2021-07-28 22:00:00,439.815,440.65,441.8,439.81,47435342
2021-07-29 22:00:00,437.91,438.51,440.06,437.77,68951202
2021-08-01 22:00:00,440.34,437.59,440.93,437.21,58783297
2021-08-02 22:00:00,438.44,441.15,441.28,436.1,58053896
2021-08-03 22:00:00,439.78,438.98,441.1243,438.73,46732212
2021-08-04 22:00:00,440.22,441.76,441.85,439.88,38969659
2021-08-05 22:00:00,442.1,442.49,442.94,441.8,46930008
2021-08-08 22:00:00,442.46,442.13,442.795,441.31,41222585
2021-08-09 22:00:00,442.61,442.68,443.44,441.88,43339275
2021-08-10 22:00:00,443.82,443.78,443.882,442.62,44034340
2021-08-11 22:00:00,443.62,445.11,445.2572,442.66,38942418
2021-08-12 22:00:00,445.59,445.92,445.94,445.07,39470251
2021-08-15 22:00:00,444.53,446.97,447.11,442.87,73930864
2021-08-16 22:00:00,444.24,444.04,444.96,440.85,92673933
2021-08-17 22:00:00,442.96,439.18,444.625,438.92,89351931
2021-08-18 22:00:00,436.27,439.86,441.14,436.12,92812246
2021-08-19 22:00:00,440.23,443.36,443.71,439.71,72008712
2021-08-22 22:00:00,445.16,447.26,448.23,443.4355,54973038
2021-08-23 22:00:00,447.97,447.97,448.54,447.42,38744714
2021-08-24 22:00:00,448.17,448.91,449.457,447.77,40529711
2021-08-25 22:00:00,448.61,446.26,448.86,446.16,57829572
2021-08-26 22:00:00,447.12,450.25,450.65,447.06,77235113
2021-08-29 22:00:00,450.97,452.23,453.07,450.71,48357355
2021-08-30 22:00:00,452.13,451.56,452.49,450.92,59300213
2021-08-31 22:00:00,452.56,451.8,453.11,451.545,48721378
2021-09-01 22:00:00,453.32,453.19,454.05,451.91,42830867
2021-09-02 22:00:00,451.98,453.08,453.63,451.55,47234364
2021-09-06 22:00:00,452.71,451.46,452.81,450.7423,51671534
2021-09-07 22:00:00,450.89,450.91,451.67,448.86,56181907
2021-09-08 22:00:00,450.7,448.98,452.57,448.72,57970407
2021-09-09 22:00:00,451.04,445.44,451.49,445.31,89948174
2021-09-12 22:00:00,448.64,446.58,448.92,444.11,83738649
2021-09-13 22:00:00,448.12,444.17,448.34,443.22,78197140
2021-09-14 22:00:00,444.62,447.88,448.41,443.44,78792222
2021-09-15 22:00:00,447.32,447.17,448.36,444.02,77786735
2021-09-16 22:00:00,444.92,441.4,445.37,441.02,118425037
2021-09-19 22:00:00,434.88,434.04,436.56,428.86,166445534
2021-09-20 22:00:00,436.53,433.63,437.91,433.07,92526112
2021-09-21 22:00:00,436.05,437.86,440.03,433.747,102350143
2021-09-22 22:00:00,439.85,443.18,444.89,439.6,76395981
2021-09-23 22:00:00,441.44,443.91,444.67,441.21,62094837
2021-09-26 22:00:00,442.81,442.64,444.05,441.9,61371108
2021-09-27 22:00:00,439.69,433.72,440.04,432.94,130436306
2021-09-28 22:00:00,435.19,434.45,437.04,433.85,82329213
2021-09-29 22:00:00,436.02,429.14,436.77,428.78,140505979
2021-09-30 22:00:00,430.98,434.24,436.0329,427.23,129240106
2021-10-03 22:00:00,433.0,428.64,433.96,426.36,128569957
2021-10-04 22:00:00,430.24,433.1,435.49,429.39,90682520
2021-10-05 22:00:00,429.27,434.9,435.1199,427.54,113032245
2021-10-06 22:00:00,438.39,438.66,441.68,438.2,72437499
2021-10-07 22:00:00,439.48,437.86,439.89,437.19,74557404
2021-10-10 22:00:00,437.16,434.69,440.26,434.62,65233285
2021-10-11 22:00:00,435.67,433.62,436.1,432.78,71181163
2021-10-12 22:00:00,434.71,435.18,436.05,431.54,72973979
2021-10-13 22:00:00,439.08,442.5,442.66,438.58,70236825
2021-10-14 22:00:00,444.75,445.87,446.26,444.09,66260210
2021-10-17 22:00:00,443.97,447.19,447.55,443.27,62213228
2021-10-18 22:00:00,448.92,450.64,450.71,448.27,46996827
2021-10-19 22:00:00,451.13,452.41,452.732,451.01,49571569
2021-10-20 22:00:00,451.77,453.59,453.829,451.31,41305438
2021-10-21 22:00:00,453.13,453.12,454.67,451.05,58845088
2021-10-24 22:00:00,454.28,455.55,455.9,452.39,45214507
2021-10-25 22:00:00,457.2,455.96,458.49,455.56,56075116
2021-10-26 22:00:00,456.45,453.94,457.16,453.86,72437997
2021-10-27 22:00:00,455.46,458.32,458.4,455.45,51437944
2021-10-28 22:00:00,455.87,459.25,459.56,455.56,70162424
2021-10-31 22:00:00,460.3,460.04,460.7021,458.2,48433642
2021-11-01 22:00:00,460.22,461.9,462.23,460.08,48908417
2021-11-02 22:00:00,461.3,464.72,465.15,460.83,52509825
2021-11-03 22:00:00,465.36,466.91,467.0,464.99,52847087
2021-11-04 22:00:00,469.28,468.53,470.65,466.92,66390563
2021-11-07 22:00:00,469.7,468.93,470.23,468.2031,50405194
2021-11-08 22:00:00,469.32,467.38,469.57,465.88,51149147
2021-11-09 22:00:00,465.58,463.62,467.38,462.04,69429653
2021-11-10 22:00:00,465.21,463.77,465.29,463.75,34848495
2021-11-11 22:00:00,465.12,467.27,467.86,464.11,53466654
2021-11-14 22:00:00,468.64,467.43,468.81,466.23,46980500
2021-11-15 22:00:00,467.15,469.28,470.485,467.07,48857502
2021-11-16 22:00:00,469.0,468.14,469.19,467.48,47858289
2021-11-17 22:00:00,469.24,469.73,470.01,466.34,50625607
2021-11-18 22:00:00,469.61,468.89,470.94,468.5,57315573
2021-11-21 22:00:00,470.89,467.57,473.54,467.35,72761954
2021-11-22 22:00:00,467.22,468.19,469.095,464.45,73206538
2021-11-23 22:00:00,466.06,469.44,469.57,465.19,61858813
2021-11-25 22:00:00,462.34,458.97,463.9,457.77,112669636
2021-11-28 22:00:00,464.07,464.6,466.56,461.73,86268818
2021-11-29 22:00:00,462.0,455.56,464.03,455.3,148559598
2021-11-30 22:00:00,461.64,450.5,464.67,450.29,132485835
2021-12-01 22:00:00,450.73,457.4,459.07,450.31,127637758
2021-12-02 22:00:00,459.17,453.42,460.3,448.92,137331647
2021-12-05 22:00:00,456.13,458.79,460.79,453.56,98977532
2021-12-06 22:00:00,464.41,468.28,468.88,458.6546,95484688
2021-12-07 22:00:00,468.7,469.52,470.0,466.83,72238777
2021-12-08 22:00:00,468.15,466.35,469.6291,466.14,61272568
2021-12-09 22:00:00,469.23,470.74,470.9,466.51,77159757
2021-12-12 22:00:00,470.19,466.57,470.56,466.27,87724680
2021-12-13 22:00:00,463.09,463.36,465.74,460.25,97264128
2021-12-14 22:00:00,463.42,470.6,470.86,460.74,116899251
2021-12-15 22:00:00,472.57,466.45,472.87,464.8,116568626
2021-12-16 22:00:00,461.55,459.87,464.74,458.06,135636510
2021-12-19 22:00:00,454.48,454.98,455.4,451.14,107134822
2021-12-20 22:00:00,458.61,463.06,463.21,456.31,69806260
2021-12-21 22:00:00,462.79,467.69,467.81,462.58,58890223
2021-12-22 22:00:00,468.75,470.6,472.19,468.64,56439745
2021-12-26 22:00:00,472.06,477.26,477.31,472.01,56808619
2021-12-27 22:00:00,477.72,476.87,478.81,476.06,47274585
2021-12-28 22:00:00,476.98,477.48,478.56,475.92,54502964
2021-12-29 22:00:00,477.93,476.16,479.0,475.67,55329041
2021-12-30 22:00:00,475.64,474.96,476.86,474.67,65237431
2022-01-02 22:00:00,476.3,477.71,477.85,473.85,72668233
2022-01-03 22:00:00,479.22,477.55,479.98,475.58,71178678
2022-01-04 22:00:00,477.16,468.38,477.98,468.2801,104538940
2022-01-05 22:00:00,467.89,467.94,470.82,465.43,86858900
2022-01-06 22:00:00,467.95,466.09,469.2,464.65,85111593
2022-01-09 22:00:00,462.7,465.51,465.74,456.5973,119361989
2022-01-10 22:00:00,465.23,469.75,469.85,462.05,74303062
2022-01-11 22:00:00,471.59,471.02,473.2,468.94,67605444
2022-01-12 22:00:00,472.19,464.53,472.88,463.44,91173121
2022-01-13 22:00:00,461.19,464.72,465.09,459.9,95890948
2022-01-17 22:00:00,459.74,456.49,459.96,455.31,109872376
2022-01-18 22:00:00,458.13,451.75,459.6124,451.46,109357569
2022-01-19 22:00:00,453.75,446.75,458.74,444.5,122379696
2022-01-20 22:00:00,445.56,437.98,448.06,437.95,202271241
2022-01-23 22:00:00,432.03,439.84,440.38,420.76,252496719
2022-01-24 22:00:00,433.06,434.47,439.72,427.15,167997325
2022-01-25 22:00:00,440.72,433.38,444.04,428.86,186391088
2022-01-26 22:00:00,438.26,431.24,441.59,429.45,149878307
2022-01-27 22:00:00,432.68,441.95,442.0,427.82,164457370
2022-01-30 22:00:00,441.24,449.91,450.28,439.81,152251425
2022-01-31 22:00:00,450.68,452.95,453.63,446.9384,123155382
2022-02-01 22:00:00,455.5,457.35,458.12,453.05,117360953
2022-02-02 22:00:00,450.95,446.6,452.97,445.71,118024442
2022-02-03 22:00:00,446.35,448.7,452.78,443.83,118454352
2022-02-06 22:00:00,449.51,447.26,450.99,445.85,84472859
2022-02-07 22:00:00,446.73,450.94,451.92,445.22,81012036
2022-02-08 22:00:00,455.22,457.54,457.88,455.005,92589929
2022-02-09 22:00:00,451.34,449.32,457.71,447.2,140103712
2022-02-10 22:00:00,449.41,440.46,451.605,438.94,153214597
2022-02-13 22:00:00,439.92,439.02,441.6,435.34,123006262
2022-02-14 22:00:00,443.73,446.1,446.28,443.18,88659503
2022-02-15 22:00:00,443.93,446.6,448.055,441.94,84863585
2022-02-16 22:00:00,443.22,437.06,446.5652,436.42,102259108
2022-02-17 22:00:00,437.33,434.23,438.66,431.82,132642896
2022-02-21 22:00:00,431.89,429.57,435.5,425.86,124391830
2022-02-22 22:00:00,432.66,421.95,433.26,421.35,132578005
2022-02-23 22:00:00,411.02,428.3,428.76,410.64,213942946
2022-02-24 22:00:00,429.61,437.75,437.84,427.86,121804459
2022-02-27 22:00:00,432.03,436.63,438.2,430.7,145615029
2022-02-28 22:00:00,435.04,429.98,437.17,427.11,137785908
2022-03-01 22:00:00,432.37,437.89,439.72,431.57,117726525
2022-03-02 22:00:00,440.47,435.71,441.11,433.8,105501715
2022-03-03 22:00:00,431.75,432.17,433.37,427.88,114083256
2022-03-06 22:00:00,431.55,419.43,432.3018,419.36,137896560
2022-03-07 22:00:00,419.62,416.25,427.21,415.12,164772744
2022-03-08 22:00:00,425.14,427.41,429.51,422.82,116990765
2022-03-09 22:00:00,422.52,425.48,426.43,420.44,93972655
2022-03-10 22:00:00,428.12,420.07,428.77,419.53,95636277
2022-03-13 22:00:00,420.89,417.0,424.55,415.79,95729188
2022-03-14 22:00:00,419.77,426.17,426.84,418.42,106219117
2022-03-15 22:00:00,429.89,435.62,435.68,424.8,144954805
2022-03-16 22:00:00,433.59,441.07,441.07,433.19,102676870
