Datetime,Open,Close,High,Low,Volume,Gain%
2009-07-31 22:00:00,16.5,18.2,19.0,15.5,46857606,10.3030303030303
2009-08-31 22:00:00,18.25,17.07,18.44,15.87,22172010,-6.465753424657533
2009-09-30 22:00:00,17.0,15.0,17.95,14.7184,17125457,-11.76470588235294
2009-10-31 22:00:00,15.1,15.86,16.21,14.33,5093278,5.033112582781456
2009-11-30 22:00:00,15.9,18.29,18.29,15.38,7545948,15.031446540880495
2009-12-31 22:00:00,18.3,17.38,19.55,16.842,26907567,-5.027322404371594
2010-01-31 22:00:00,17.38,18.15,18.39,16.5,15168346,4.430379746835441
2010-02-28 22:00:00,18.7,20.5625,20.68,18.12,11099864,9.959893048128347
2010-03-31 22:00:00,20.69,20.51,22.88,19.67,7823494,-0.8699855002416611
2010-04-30 22:00:00,20.65,20.65,21.55,18.3812,12499482,0.0
2010-05-31 22:00:00,20.66,21.06,23.694,20.34,33439441,1.936108422071629
2010-06-30 22:00:00,21.32,21.76,23.13,20.5,13537360,2.0637898686679232
2010-07-31 22:00:00,21.98,20.15,22.93,19.281,21447708,-8.325750682438589
2010-08-31 22:00:00,20.3,22.51,23.0,18.41,21649165,10.886699507389167
2010-09-30 22:00:00,22.62,24.68,24.95,21.54,16815000,9.10698496905393
2010-10-31 22:00:00,24.5,26.11,27.25,23.77,18903372,6.571428571428569
2010-11-30 22:00:00,26.48,28.4125,28.94,24.48,46938656,7.297960725075532
2010-12-31 22:00:00,28.7,28.71,29.44,26.97,40136218,0.03484320557491834
2011-01-31 22:00:00,28.92,33.99,34.6,28.6,44765713,17.531120331950206
2011-02-28 22:00:00,32.25,31.1,33.1495,28.27,57303083,-3.5658914728682127
2011-03-31 22:00:00,31.5,33.46,33.82,29.96,23853208,6.222222222222225
2011-04-30 22:00:00,33.74,33.79,36.18,31.48,43848302,0.14819205690574141
2011-05-31 22:00:00,33.84,38.0,38.7,32.185,64970741,12.293144208037814
2011-06-30 22:00:00,38.22,33.63,39.45,32.41,43717204,-12.009419152276287
2011-07-31 22:00:00,34.0,33.11,34.5,26.42,62051270,-2.617647058823531
2011-08-31 22:00:00,33.01,32.77,37.99,30.221,66255172,-0.7270524083610872
2011-09-30 22:00:00,32.79,33.77,35.97,30.86,67058355,2.988716071973175
2011-10-31 22:00:00,32.69,29.92,34.86,28.12,45754279,-8.47353930865707
2011-11-30 22:00:00,29.82,28.86,31.94,27.39,62338988,-3.2193158953722363
2011-12-31 22:00:00,29.48,33.94,35.0,28.02,51941546,15.128900949796462
2012-01-31 22:00:00,34.39,37.61,37.7,33.95,45073843,9.363186972957251
2012-02-29 22:00:00,37.74,38.97,39.22,34.6,36832293,3.2591414944356036
2012-03-31 22:00:00,38.89,34.48,39.01,32.38,43847772,-11.339676009256888
2012-04-30 22:00:00,34.53,33.1,34.95,29.7,51522230,-4.141326382855487
2012-05-31 22:00:00,32.43,35.9,35.94,30.175,51863453,10.69996916435399
2012-06-30 22:00:00,35.77,36.9,37.64,32.14,36335619,3.159071847917236
2012-07-31 22:00:00,37.11,36.57,37.88,35.41,37933496,-1.4551333872271601
2012-08-31 22:00:00,36.37,34.865,36.83,32.39,51683596,-4.13802584547703
2012-09-30 22:00:00,35.14,33.03,35.54,32.54,34580982,-6.004553215708593
2012-10-31 22:00:00,33.29,35.1,35.43,31.68,35156061,5.437068188645246
2012-11-30 22:00:00,35.39,31.6508,35.58,30.5,72597767,-10.565696524441934
2012-12-31 22:00:00,32.43,35.77,36.09,32.09,66878433,10.299105766265813
2013-01-31 22:00:00,35.92,34.22,36.3,32.66,61689268,-4.732739420935419
2013-02-28 22:00:00,33.92,35.9,36.98,33.01,49897736,5.837264150943387
2013-03-31 22:00:00,35.82,31.96,36.0,30.57,57965273,-10.77610273590173
2013-04-30 22:00:00,32.06,37.73,38.266,31.25,60830036,17.685589519650637
2013-05-31 22:00:00,37.68,37.38,38.87,35.62,57675459,-0.7961783439490371
2013-06-30 22:00:00,37.85,36.68,39.74,36.3,44030232,-3.091149273447825
2013-07-31 22:00:00,37.03,38.51,39.45,35.75,44214362,3.9967593842830054
2013-08-31 22:00:00,38.82,43.08,43.29,38.04,50957041,10.973724884080365
2013-09-30 22:00:00,43.14,45.43,47.21,41.83,58594609,5.308298562818728
2013-10-31 22:00:00,45.79,44.73,45.885,42.45,39649953,-2.3149159205066656
2013-11-30 22:00:00,45.49,52.879,54.54,44.42,58588264,16.2431303583205
2013-12-31 22:00:00,52.85,54.6375,57.18,51.89,40883607,3.3822138126773913
2014-01-31 22:00:00,54.8,61.7,63.49,52.96,37463331,12.59124087591242
2014-02-28 22:00:00,61.15,64.41,65.83,60.45,41832413,5.33115290269828
2014-03-31 22:00:00,64.55,63.5,65.58,57.27,49858540,-1.6266460108443026
2014-04-30 22:00:00,62.92,70.67,72.0,62.58,125566439,12.317228226319136
2014-05-31 22:00:00,71.21,72.07,72.5,70.06,35955634,1.207695548378036
2014-06-30 22:00:00,72.48,69.38,76.44,68.8,42357647,-4.277041942604868
2014-07-31 22:00:00,69.92,82.09,84.8,68.71,35868806,17.405606407322658
2014-08-31 22:00:00,82.97,87.0,90.88,82.3956,45930322,4.85717729299747
2014-09-30 22:00:00,87.12,86.25,87.92,68.7501,68449177,-0.9986225895316857
2014-10-31 22:00:00,86.44,93.4,94.4334,83.5,28902401,8.0518278574734
2014-11-30 22:00:00,93.05,100.59,105.0,89.72,51614549,8.103170338527681
2014-12-31 22:00:00,101.79,102.88,108.34,95.18,38272073,1.0708321053148533
2015-01-31 22:00:00,103.25,127.62,129.89,99.16,44734261,23.60290556900727
2015-02-28 22:00:00,127.21,126.98,136.28,116.96,56787361,-0.1808033959594291
2015-03-31 22:00:00,126.66,116.88,128.0,114.56,43183942,-7.721459024159167
2015-04-30 22:00:00,117.92,148.07,149.24,115.39,80027680,25.568181818181813
2015-05-31 22:00:00,147.55,132.93,150.5,131.04,77211088,-9.908505591324976
2015-06-30 22:00:00,134.41,125.14,137.75,123.52,82807039,-6.896808273193956
2015-07-31 22:00:00,126.42,125.97,128.04,100.0,81006954,-0.3559563360227834
2015-08-31 22:00:00,121.52,125.01,134.95,118.0571,71362951,2.8719552337063936
2015-09-30 22:00:00,123.11,123.13,129.84,111.53,85556263,0.016245633985863067
2015-10-31 22:00:00,123.66,130.45,130.7,115.21,58207965,5.4908620410803755
2015-11-30 22:00:00,131.17,145.15,149.72,130.91,77344829,10.657924830372814
